,player_defMatchup_a,player_off_a,player_off_ht,player_defMatchup_ht,poss,ptsScored_team,fga,fg,fga3,fg3,qSQ,iso_actions,iso_pts,pick_actions,pick_pts,post_actions,post_pts,offBall_actions,offBall_pts,passes,assistOppCreated,touches,touches_direct,touches_catchAndShoot,touches_paint,touches_time,tov,fta,ft_player,fouls
61350,"Diaz, Joshua","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,
61927,"Mattice, Phillip","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,52.683788538,,,1.0,2.0,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,9.04,,,,
62197,"Mattice, Phillip","Nading, Samuel",79,77,1,3,,,,,,,,1.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,3.22,,,,
62689,"Mattice, Phillip","Nading, Samuel",79,77,1,0,,,,,,1.0,0.0,,,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,4.86,,,,
63095,"Mattice, Phillip","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,28.122112155,,,1.0,2.0,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,13.12,,,,
63112,"Mattice, Phillip","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,18.36,,,,
63209,"Mattice, Phillip","Nading, Samuel",79,77,1,2,0.0,0.0,0.0,0.0,,,,,,,,1,2,2.0,0.0,3.0,1.0,0.0,0.0,3.88,,2.0,2.0,1.0
63376,"Mattice, Phillip","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.96,,,,
63951,"Mattice, Phillip","Nading, Samuel",79,77,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,2.04,,,,
64059,"Mattice, Phillip","Nading, Samuel",79,77,1,2,,,,,,1.0,2.0,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.88,,,,
64206,"Mattice, Phillip","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,,,,
65061,"Dalke, David","Nading, Samuel",79,83,1,0,1.0,0.0,0.0,0.0,39.179417491,,,,,,,0,0,,,1.0,1.0,0.0,0.0,5.08,,,,
65339,"Dalke, David","Nading, Samuel",79,83,1,0,,,,,,,,,,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.739999999999999,,,,
65397,"Dalke, David","Nading, Samuel",79,83,1,0,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.48,,,,
65602,"Dalke, David","Nading, Samuel",79,83,1,0,,,,,,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,18.68,1.0,,,
65645,"Dalke, David","Nading, Samuel",79,83,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,,,,
65815,"Dalke, David","Nading, Samuel",79,83,1,0,1.0,0.0,1.0,0.0,41.925868392,1.0,0.0,1.0,0.0,1.0,0.0,0,0,2.0,1.0,3.0,2.0,0.0,1.0,7.96,,,,
65915,"Dalke, David","Nading, Samuel",79,83,1,1,1.0,0.0,1.0,0.0,36.8926137686,2.0,1.0,,,,,1,0,1.0,0.0,3.0,2.0,0.0,0.0,3.43,,2.0,1.0,1.0
66247,"Dalke, David","Nading, Samuel",79,83,1,0,1.0,0.0,1.0,0.0,48.8765716553,1.0,0.0,,,,,2,0,1.0,0.0,2.0,1.0,0.0,0.0,3.36,,,,
67303,"Dalke, David","Nading, Samuel",79,83,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.44,,,,
68068,"Dalke, David","Nading, Samuel",79,83,1,0,1.0,0.0,0.0,0.0,35.1649165154,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,11.16,,,,
68550,"Bentley, Matias","Nading, Samuel",79,81,1,2,1.0,0.0,1.0,0.0,45.5332785845,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,7.92,,,,
68618,"Bentley, Matias","Nading, Samuel",79,81,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.56,,,,
69010,"Bentley, Matias","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,49.0039944649,,,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,3.04,,,,
82344,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,92.1646535397,,,,,,,2,4,,,1.0,1.0,0.0,0.0,4.2,,,,
82367,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.72,,,,
82445,"Nunley, Luke","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,,,,,1.0,2.0,0,0,,,1.0,1.0,0.0,1.0,1.52,,2.0,2.0,1.0
82523,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.64,,,,
82529,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,1.0,0.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,5.52,,,,
82547,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,40.7518953085,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,10.96,,,,
82584,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.52,,,,
82600,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,49.2145344615,1.0,0.0,2.0,0.0,,,0,0,2.0,0.0,3.0,1.0,1.0,0.0,4.4,,,,
82608,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,38.6542826891,1.0,0.0,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,10.26,,,,
82615,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,5.36,,,,
82624,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,9.28,,,,
82698,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,10.52,1.0,,,
82700,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,2.0,3.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,5.16,,,,
82717,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,42.6074802876,,,,,,,0,0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,,,,
82830,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,29.5788764954,,,,,1.0,0.0,1,0,,,1.0,1.0,0.0,0.0,4.44,,,,
82840,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,1.0,3.0,1.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,7.66,,,,
82903,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,1,0,,,1.0,1.0,0.0,0.0,5.36,1.0,,,
82931,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
82982,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.44,,,,
83011,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
83018,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,32.8880548477,1.0,0.0,,,,,1,0,,,1.0,1.0,0.0,0.0,8.28,,,,
83031,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,13.84,,,,
83032,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,1.0,2.64,,,,
83092,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,44.4025635719,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.3,,,,
83116,"Nunley, Luke","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,,,,,,,2,2,,,1.0,1.0,0.0,0.0,1.84,,2.0,2.0,1.0
83131,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,57.0524185896,,,1.0,0.0,1.0,0.0,0,0,2.0,0.0,3.0,1.0,0.0,0.0,5.72,,,,
83141,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.84,,,,
83203,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.44,,,,
83259,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,3.0,3.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,10.5,,,,
83297,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,4.28,1.0,,,
83327,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.44,,,,
83332,"Nunley, Luke","Nading, Samuel",79,76,1,3,1.0,1.0,1.0,1.0,49.6964156628,,,,,,,2,3,,,1.0,1.0,1.0,0.0,1.08,,,,
83364,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
83388,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,48.2763335109,,,3.0,0.0,,,0,0,1.0,1.0,2.0,2.0,0.0,0.0,6.92,,,,
83474,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.92,,,,
83543,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,3.0,1.0,3.0,1.0,0.0,0.0,3.55,,,,
83598,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.48,,,,
83605,"Nunley, Luke","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,,,,,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,7.24,,2.0,2.0,1.0
83637,"Nunley, Luke","Nading, Samuel",79,76,1,3,1.0,1.0,0.0,0.0,32.492852211,1.0,3.0,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,10.48,,1.0,1.0,1.0
83719,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.52,,,,
83722,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,8.620000000000001,,,,
83729,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,45.7881659269,1.0,2.0,,,,,0,0,,,1.0,1.0,0.0,0.0,6.32,,,,
83786,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.6,,,,
83798,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
83883,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,42.8147673607,,,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.34,,,,
83889,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.28,,,,
84083,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,53.7856578827,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,20.6,,,,
84108,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
84150,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
84165,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,46.9494760036,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.32,,,,
84185,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,1,0,1.0,0.0,1.0,0.0,0.0,0.0,5.48,,,,
84230,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.0,0.0,2.6,,,,
84310,"Nunley, Luke","Nading, Samuel",79,76,1,1,,,,,,,,,,,,0,0,,,,,,,,,,,
84326,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.16,1.0,,,
84362,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.92,,,,
84407,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,9.52,,,,
84439,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,5.68,,,,
84442,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.36,,,,
84453,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,37.1441245079,,,1.0,0.0,,,2,0,1.0,0.0,2.0,1.0,0.0,0.0,4.42,,,,
84489,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.4,,,,
84499,"Nunley, Luke","Nading, Samuel",79,76,1,3,1.0,1.0,0.0,0.0,41.4584040642,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,11.36,,1.0,1.0,1.0
84510,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,42.4144178629,,,,,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,4.96,,,,
84542,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,47.3342478275,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,5.92,,,,
84591,"Nunley, Luke","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,76.4371037483,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,10.44,,,,
84601,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,1.0,2.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,4.88,,,,
84691,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
84694,"Nunley, Luke","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,,,2.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,9.8,,2.0,2.0,1.0
84725,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.36,,,,
84739,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.28,,,,
84751,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,1,0,,,,,,,,,,,
84808,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,2,6,2.0,1.0,2.0,1.0,0.0,0.0,3.4400000000000004,,,,
84827,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
84831,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,48.9406272769,,,,,,,0,0,,,1.0,1.0,0.0,0.0,7.52,,,,
84839,"Nunley, Luke","Nading, Samuel",79,76,1,1,,,,,,,,,,,,1,1,,,1.0,1.0,0.0,0.0,0.72,,2.0,1.0,1.0
84867,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,33.5955411196,1.0,0.0,,,,,0,0,,,1.0,1.0,0.0,0.0,8.6,,,,
84906,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,3.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.04,,,,
84967,"Nunley, Luke","Nading, Samuel",79,76,1,1,,,,,,,,,,1.0,1.0,0,0,,,1.0,1.0,0.0,0.0,6.32,,2.0,1.0,1.0
85041,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.52,,,,
85074,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,37.6314014196,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,1.0,7.119999999999999,,,,
85090,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,44.1085427999,1.0,0.0,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.82,,,,
85094,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
85197,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,,,,
85249,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,12.56,,,,
85282,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.32,,,,
85283,"Nunley, Luke","Nading, Samuel",79,76,1,3,,,,,,,,,,,,2,6,2.0,1.0,2.0,1.0,0.0,0.0,2.22,,,,
85345,"Nunley, Luke","Nading, Samuel",79,76,1,3,1.0,1.0,0.0,0.0,46.606272459,,,1.0,3.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.16,,1.0,1.0,1.0
85364,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.8,,,,
85391,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,6.84,,,,
85396,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,12.76,,,,
85397,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.2,,,,
85415,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,4.0,,,,
85417,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
85434,"Nunley, Luke","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,3.7,,,,
85451,"Nunley, Luke","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,52.6269346476,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,15.52,,,,
85466,"Nunley, Luke","Nading, Samuel",79,76,1,0,,,,,,,,3.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,11.32,,,,
89089,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.78,,,,
89245,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
89302,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,,,,,,,,,,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.88,,,,
89321,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,5.32,,,,
89337,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
89372,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,1,2,1.0,1.0,1.0,1.0,0.0,0.0,5.56,,,,
89434,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,,,,
89574,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,,,,,1.0,2.0,1,2,,,1.0,1.0,0.0,0.0,7.32,,2.0,2.0,1.0
89578,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,8.379999999999999,1.0,,,
89661,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
89673,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,26.3670861721,,,1.0,0.0,,,1,0,3.0,0.0,4.0,1.0,0.0,0.0,4.23,,,,
89718,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
89742,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
89972,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,6.24,,,,
90085,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,3,0,1.0,0.0,1.0,0.0,0.0,0.0,9.08,,,,
90147,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.28,,,,
90163,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,5.72,,,,
90218,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.88,,,,
90322,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
90465,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.24,,,,
90571,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,46.1967051029,,,,,,,0,0,1.0,1.0,2.0,2.0,0.0,0.0,2.94,,,,
90779,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,1.0,1.0,1.0,1.0,46.7706352472,1.0,3.0,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,2.92,,,,
90939,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,1.0,1.0,1.0,1.0,46.3996767998,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,8.0,,,,
91178,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.08,,2.0,2.0,1.0
91195,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.08,,,,
91309,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,1,2,3.0,0.0,3.0,1.0,0.0,0.0,3.44,,,,
91575,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,2,0,3.0,0.0,3.0,0.0,0.0,0.0,4.533333333333334,,,,
91583,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,45.8130061626,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.08,,,,
91620,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,18.52,,,,
91625,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.6,,,,
91711,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,1.0,0.0,0,0,2.0,1.0,2.0,1.0,0.0,0.0,0.86,,,,
91844,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.36,,,,
91861,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.88,,,,
91971,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
92133,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,24.740678072,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.02,,,,
92187,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.08,,,,
92259,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.44,,,,
92271,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,1,2,2.0,1.0,2.0,1.0,0.0,0.0,3.22,,,,
92312,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,,,,,,,,2.0,3.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.72,,,,
92319,"Blaeholder, Elijah","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.68,,,,
92430,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,12.52,,,,
92437,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
92439,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,39.1553372145,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.5,,,,
92441,"Blaeholder, Elijah","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
92464,"Blaeholder, Elijah","Nading, Samuel",79,76,1,3,,,,,,1.0,0.0,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.2,,,,
